"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPR_RA","POPR_RE","TFG","TMG","RMM","TMM","TMM_P","TMN","TMN_P","TMN_T","TMI"
2015,"MUNICIPIO",2707800,6803,6656,3369,3287,2478,3295,833,1218,1645,395,NA,0.505,NA,NA,144,0,136,7,48,32,33,14,9,1,0,0,137,18,22,28,23.11,6.45,7,26,77,24,7,3,2,1,0,141,0,48,96,47,97,144,0,0,0,2,9,122,7,11,122,7,38,39,40,39.01,39.01,2,47,14,17,59,144,0,97,47,138,3,0,37,4,66,3,16,1,2,0,0,11,141,0,1,2,0,83,61,2,1,0,141,0,11,117,15,2987.5,3360,3752.5,3304.15,628.79,8,104,26,0,139,9.53,0.64,3,141,37,0,0,6,31,NA,3,10,3,15,18,19,1,NA,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5379939209726,5.43877701014258,NA,NA,NA,13.8888888888889,6.94444444444444,6.94444444444444,NA
2015,"MUNICIPIO",2707909,7325,6891,3370,3521,2097,3648,1059,1049,1861,559,NA,0.597,NA,NA,127,0,105,0,43,33,28,16,6,1,0,0,127,18,22,27,23.35,6.15,1,6,64,50,3,3,5,3,0,117,0,60,67,49,78,122,4,0,1,0,10,95,7,11,95,7,38,39,40,38.59,38.59,1,44,10,16,46,127,0,61,65,120,4,1,35,3,33,5,22,1,1,4,1,8,127,0,0,0,0,73,54,5,3,0,117,0,8,114,5,2845,3200,3455,3161.76,503.5,15,77,13,0,123,9.33,0.67,0,127,39,0,0,7,32,1,1,14,2,14,19,20,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5381,NA,68.2428801719506,5.32423208191126,NA,NA,NA,7.8740157480315,7.8740157480315,NA,NA
2015,"MUNICIPIO",2708006,47820,44932,21811,23121,14315,23334,6605,7052,12008,3663,NA,0.591,NA,NA,840,0,813,7,196,264,188,120,45,18,2,0,833,20,24,29,24.7,6.35,17,140,324,285,36,35,58,6,1,766,0,110,730,347,493,825,14,0,3,4,63,713,49,70,713,49,38,39,40,38.89,38.89,2,176,57,73,522,106,734,364,474,818,17,0,238,64,214,76,145,10,6,14,0,62,839,0,1,0,0,415,425,58,6,1,767,0,64,729,47,2978.5,3269,3548,3236.15,558.4,54,661,84,8,827,9,0.59,9,829,283,0,0,48,235,15,36,84,27,73,165,118,14,NA,9,9,NA,4,NA,1,NA,NA,7,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,34652,2144,69.9533644237175,5.91802593057298,119.047619047619,8.32778147901399,NA,10.7142857142857,10.7142857142857,NA,15.4761904761905
2015,"MUNICIPIO",2708105,11009,10961,5490,5471,3449,5676,1683,1672,2829,901,NA,0.519,NA,NA,193,0,185,5,37,51,52,33,13,2,0,0,188,20,25,29,25.11,6.19,10,33,71,72,1,5,18,2,0,173,0,33,160,9,184,193,0,0,0,2,29,158,2,31,158,2,37,39,40,38.24,38.24,1,41,21,23,102,192,1,113,77,184,2,0,5,0,119,1,30,1,1,0,0,29,192,0,1,0,0,92,101,18,2,0,173,0,9,164,20,2985,3300,3655,3299.07,585.61,9,136,44,0,189,9.03,0.23,1,192,82,0,0,11,71,2,7,28,3,31,49,33,3,NA,3,3,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5714,NA,68.2219865676918,7.44845126714506,NA,NA,NA,15.5440414507772,15.5440414507772,NA,20.7253886010363
2015,"MUNICIPIO",2708204,7034,6718,3334,3384,2009,3430,1149,995,1720,603,NA,0.572,NA,NA,104,0,62,2,21,27,26,14,13,1,0,0,102,21,25,30.25,25.77,6.46,5,12,32,51,0,3,14,0,0,65,1,19,85,45,59,102,2,0,1,3,8,78,9,12,78,9,38,39,40,38.74,38.74,0,18,17,12,24,104,0,63,40,96,6,0,31,6,25,10,9,2,4,2,0,8,104,0,0,0,0,60,44,14,0,0,65,1,10,86,8,2967.5,3350,3655,3214.62,740.38,7,70,16,1,97,9.47,0.8,1,68,25,0,0,2,23,NA,4,6,3,10,14,11,2,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3652,NA,60.4651162790698,3.55416548194484,NA,NA,NA,19.2307692307692,19.2307692307692,NA,NA
2015,"MUNICIPIO",2708303,24048,22686,11172,11514,7377,11496,3474,3609,5846,1878,NA,0.573,NA,NA,370,0,340,5,108,96,67,59,27,7,1,0,365,19,23,30,24.4,7.02,23,55,152,115,12,8,24,7,0,336,0,137,233,28,342,363,7,0,1,1,48,295,9,50,295,9,37,39,40,38.56,38.56,2,88,38,39,174,264,106,234,133,352,7,0,11,4,215,9,54,1,6,7,0,47,368,0,1,1,0,196,174,24,7,0,336,0,22,300,48,3000,3370,3697.5,3354.9,586.99,20,241,84,1,360,9.16,0.51,3,366,158,0,0,28,130,5,19,48,13,45,96,62,8,NA,3,3,NA,4,NA,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,63.2911392405063,6.57019294743846,270.27027027027,17.105713308245,17.105713308245,8.10810810810811,8.10810810810811,NA,18.9189189189189
2015,"MUNICIPIO",2708402,32271,30088,14850,15238,11131,14434,4090,5508,7340,2149,NA,0.527,NA,NA,599,0,503,6,157,169,119,75,53,17,3,0,593,19,23,29,24.77,6.97,26,96,269,167,16,23,14,5,0,576,0,148,451,240,359,595,4,0,3,6,52,451,51,61,451,51,38,39,40,39.03,39.03,2,127,21,25,384,458,141,373,223,576,18,0,159,36,206,30,55,8,8,4,0,53,590,3,6,0,0,298,301,14,5,0,576,0,43,519,37,2936,3275,3572.5,3242.83,535.73,51,415,70,2,584,9.18,0.54,2,540,182,0,0,40,142,3,22,61,19,37,113,69,11,NA,4,2,2,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15568,NA,81.6076294277929,5.63973846487559,NA,NA,NA,6.67779632721202,3.33889816360601,3.33889816360601,11.686143572621
2015,"MUNICIPIO",2708501,34623,32412,16328,16084,11312,16858,3973,5560,8430,1962,NA,0.536,NA,NA,595,0,520,22,198,180,106,56,27,6,0,0,573,18,21,26.5,22.66,6.14,20,88,256,192,13,12,21,6,0,557,0,224,371,228,367,591,4,0,1,2,42,466,35,45,466,35,38,39,40,39.02,39.02,6,183,70,70,199,438,157,355,239,581,10,1,137,57,162,30,106,3,6,4,1,40,590,0,4,1,0,287,308,21,6,0,557,0,42,512,41,2950,3280,3600,3269.25,529.83,43,411,68,5,573,9.27,0.71,5,588,188,0,0,37,151,5,20,56,22,48,113,75,11,NA,3,2,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.5812574139976,5.42991652947463,NA,NA,NA,5.04201680672269,3.36134453781513,1.68067226890756,10.0840336134454
2015,"MUNICIPIO",2708600,60539,54577,26565,28012,16192,30343,7581,8038,15655,4039,NA,0.623,NA,NA,937,0,918,25,235,272,212,131,52,10,0,0,912,19,23,29,24.09,6.3,14,109,349,377,37,48,12,2,0,921,0,278,659,389,548,922,15,0,5,7,67,816,34,79,816,34,38,39,40,38.88,38.88,14,235,90,85,506,68,869,498,439,914,18,1,315,26,274,10,201,7,9,15,1,70,931,0,5,1,0,486,451,12,2,0,921,0,67,793,77,3035,3365,3660,3307.41,600.93,53,740,120,9,917,9.52,0.97,7,928,339,0,0,56,283,10,35,99,38,101,217,121,14,NA,10,9,1,6,NA,1,1,NA,6,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,60539,59830,59.8530820824018,5.59969606369448,106.723585912487,6.38773554774832,NA,10.6723585912487,9.6051227321238,1.06723585912487,17.0757737459979
2015,"MUNICIPIO",2708709,7876,7163,3563,3600,2122,3839,1123,1021,1942,590,NA,0.591,NA,NA,122,0,115,6,36,33,24,11,9,3,0,0,116,19,22,27,23.63,6.78,4,8,40,60,3,6,5,0,0,116,0,47,75,55,67,119,2,0,1,0,8,106,4,9,106,4,38,39,40,38.78,38.78,0,20,15,21,59,122,0,60,62,119,3,0,38,12,20,13,23,2,1,2,0,8,122,0,0,0,0,68,54,5,0,0,116,0,8,102,12,2971.25,3330,3683.75,3292.01,634.46,9,91,15,1,119,9.07,0.79,0,120,29,0,0,6,23,NA,3,11,3,6,16,13,3,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.821833161689,3.68207211782631,NA,NA,NA,8.19672131147541,8.19672131147541,NA,16.3934426229508
2015,"MUNICIPIO",2708808,34211,32010,15851,16159,10220,16552,4842,5007,8434,2509,NA,0.549,NA,NA,543,0,291,6,122,169,119,65,48,12,2,0,537,20,23,29,24.86,6.76,7,105,240,155,17,11,5,3,0,463,3,55,488,215,328,523,14,0,1,5,55,359,28,61,359,28,38,39,40,38.64,38.64,1,69,84,66,177,461,82,264,277,484,52,0,103,9,150,4,73,31,17,14,0,51,543,0,0,0,0,280,263,5,3,0,464,3,53,462,28,2912.5,3255,3560,3141.01,759.04,44,324,62,4,538,9.06,0.53,4,347,212,0,0,34,178,8,24,78,17,51,127,85,10,NA,6,4,2,5,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10484,NA,64.3822622717572,6.19683727456081,NA,NA,NA,11.0497237569061,7.36648250460405,3.68324125230203,20.2578268876611
2015,"MUNICIPIO",2708907,13381,14603,7106,7497,3903,8508,2086,1933,4397,1115,NA,0.66,NA,NA,195,0,172,4,58,56,36,29,11,1,0,0,191,18.5,22,28,23.75,6.25,1,10,73,92,7,8,2,2,0,190,0,75,120,86,109,191,4,0,0,2,12,159,9,14,159,9,38,39,40,38.84,38.84,1,36,10,20,117,195,0,85,110,184,5,1,55,16,30,6,53,2,3,4,1,11,195,0,0,0,0,94,101,2,2,0,190,0,12,168,15,2980,3278,3597.5,3272.2,557.82,10,144,22,2,185,9.31,0.69,2,191,82,0,0,14,68,4,10,35,4,15,54,28,6,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7804,NA,44.3484193768479,6.12809207084672,NA,NA,NA,5.12820512820513,5.12820512820513,NA,10.2564102564103
2015,"MUNICIPIO",2708956,13909,13047,6405,6642,4747,6361,1777,2385,3248,924,NA,0.518,NA,NA,233,0,214,4,59,66,43,33,18,10,0,0,229,19,23,30,25.13,7.26,13,45,109,49,9,8,4,3,0,223,0,32,201,85,148,225,8,0,2,1,26,176,19,29,176,19,38,39,40,38.86,38.86,0,65,13,15,134,226,7,123,110,225,6,0,54,19,55,23,34,1,2,8,0,27,225,1,7,0,0,113,120,4,3,0,223,0,20,200,13,2830,3174,3478,3153.75,623.81,20,167,20,0,224,9.04,0.38,2,230,66,0,0,7,59,1,10,26,9,13,43,22,2,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4190,NA,71.7364532019704,4.74512905313107,NA,NA,NA,4.29184549356223,4.29184549356223,NA,12.8755364806867
2015,"MUNICIPIO",2709004,6319,6122,3020,3102,1701,3186,1149,836,1589,632,NA,0.555,NA,NA,75,0,51,3,20,22,12,11,5,2,0,0,72,19,22,29,23.92,6.84,0,6,23,41,3,2,1,0,0,73,1,10,65,39,36,72,2,0,0,1,12,48,2,13,48,2,37,38,40,38.11,38.11,0,19,4,13,29,75,0,39,36,70,4,0,21,4,12,2,8,3,1,2,0,10,75,0,0,0,0,42,33,1,0,0,73,1,6,65,4,2835,3165,3495,3147.67,549.09,5,47,8,1,73,8.97,0.68,0,58,35,0,0,10,25,NA,4,7,4,10,19,16,3,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1994965387036,5.53885108403228,NA,NA,NA,13.3333333333333,13.3333333333333,NA,NA
2015,"MUNICIPIO",2709103,19980,19020,9237,9783,5624,9622,3488,2795,4974,1845,NA,0.541,NA,NA,315,0,177,7,62,74,86,50,27,7,2,0,308,20,25,30,25.67,6.7,6,58,134,101,6,7,2,1,0,312,0,38,277,113,202,309,4,0,1,2,24,188,14,27,188,14,37,39,40,38.6,38.6,0,41,21,33,168,314,1,124,190,274,35,0,52,6,72,9,29,11,23,4,0,22,313,1,1,0,0,172,143,2,1,0,312,0,30,275,10,2870,3180,3512.5,3098.08,732.19,17,181,23,4,310,8.96,0.74,4,230,139,0,0,20,119,2,14,41,10,52,82,57,2,NA,5,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8394,NA,63.329312424608,6.95695695695696,NA,NA,NA,15.8730158730159,15.8730158730159,NA,NA
2015,"MUNICIPIO",2709152,44169,41152,20164,20988,14019,21362,5415,6908,11097,2794,NA,0.564,NA,NA,659,0,576,12,196,180,144,85,35,7,0,0,647,19,23,28,23.73,6.28,13,65,263,260,18,35,11,3,0,621,4,157,502,281,378,650,9,1,2,1,44,552,28,48,552,28,38,39,40,38.97,38.97,3,156,35,42,388,467,192,416,242,634,15,0,223,11,220,9,99,5,9,9,0,41,657,0,0,2,0,345,313,12,3,0,623,4,43,558,58,3015,3345,3665,3308.32,607.79,38,472,104,8,642,9.25,0.96,9,610,230,0,0,38,192,11,25,65,18,73,133,97,16,NA,9,5,4,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36960,25310,59.3854194827431,5.20727206864543,NA,NA,NA,13.6570561456753,7.58725341426404,6.06980273141123,16.6919575113809
2015,"MUNICIPIO",2709202,27798,25702,12951,12751,8731,12611,3983,4386,6152,2026,NA,0.532,NA,NA,326,0,182,2,61,91,81,49,32,8,2,0,324,21,25,30,25.9,6.84,15,73,122,88,12,9,10,0,0,314,2,71,255,97,229,320,2,0,2,3,23,193,25,28,193,25,38,39,40,38.87,38.87,1,73,54,41,90,272,54,180,145,304,16,0,44,15,87,14,40,5,11,2,0,24,320,1,5,0,0,165,161,10,0,0,314,2,26,278,22,2972.5,3250,3560,3178.21,688.74,16,180,35,1,324,9.24,0.58,0,236,135,0,0,17,118,6,11,50,14,37,86,49,8,NA,3,3,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10026,NA,52.9908972691808,4.85646449384848,NA,NA,NA,9.20245398773006,9.20245398773006,NA,15.3374233128834
2015,"MUNICIPIO",2709301,66017,62358,30171,32187,19369,32473,9699,9673,16885,5178,NA,0.593,NA,NA,1122,0,1053,27,313,324,223,144,68,22,1,0,1095,19,23,28,23.98,6.6,41,165,434,411,33,35,90,3,0,1025,0,241,881,73,1049,1105,16,0,4,11,141,900,43,156,900,43,38,39,40,38.41,38.41,13,238,121,143,573,144,978,631,486,1098,6,0,35,13,672,8,199,4,2,16,0,144,1120,0,2,0,0,572,550,90,3,0,1025,0,75,960,86,2985,3295,3606,3274.56,559.12,66,812,182,4,1099,9.02,0.39,3,1105,450,0,0,77,373,35,50,112,39,137,277,173,18,NA,5,5,NA,7,NA,NA,NA,NA,5,NA,2,NA,NA,NA,2,NA,2,2,NA,NA,1,1,NA,NA,51483,38496,66.4495114006515,6.81642607207235,178.25311942959,11.8448326917382,11.8448326917382,4.45632798573975,4.45632798573975,NA,10.6951871657754
2015,"MUNICIPIO",2709400,26212,25407,12410,12997,7569,13361,4084,3780,6816,2202,NA,0.586,NA,NA,389,0,302,7,112,102,67,73,22,6,0,0,382,19,23,30,24.28,6.73,13,35,151,160,11,16,37,2,1,340,0,148,241,169,220,380,8,0,3,6,31,295,24,40,295,24,38,39,40,38.79,38.79,1,92,40,49,191,274,115,211,177,372,8,0,108,26,105,4,67,6,0,8,0,32,388,0,1,0,0,201,188,37,2,1,340,0,21,336,32,3010,3280,3590,3294.39,529.64,7,285,50,2,317,9.26,0.74,0,371,132,0,0,30,102,5,11,35,14,37,92,40,5,NA,5,4,1,2,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22750,NA,57.0715962441315,5.03586143750954,NA,NA,NA,12.853470437018,10.2827763496144,2.5706940874036,17.9948586118252
